rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
16,2.0,00:15:03,22587.0,7,9,A,2,勾球,,,2.0,7.0,703.0,448.0,,1.0,504.0,360.0,,,,,8.0,686.0,465.0,8.0,616.0,319.0,0
16,3.0,00:15:04,22607.0,7,9,B,2,放小球,,,2.0,1.0,504.0,360.0,,7.0,523.0,405.0,,,,,7.0,549.0,350.0,7.0,631.0,458.0,0
16,4.0,00:15:05,22627.0,7,9,A,2,挑球,,1.0,2.0,7.0,523.0,405.0,,9.0,619.0,256.0,,,,,7.0,556.0,422.0,7.0,566.0,336.0,0
16,5.0,00:15:07,22683.0,7,9,B,2,長球,,,1.0,9.0,619.0,256.0,,8.0,604.0,573.0,,,,,13.0,633.0,252.0,8.0,660.0,506.0,0
16,6.0,00:15:08,22711.0,7,9,A,3,點扣,,,1.0,8.0,604.0,573.0,2.0,15.0,456.0,295.0,出界,對手出界,B,,8.0,607.0,564.0,8.0,590.0,285.0,0
17,1.0,00:15:44,23617.0,8,9,B,1,發短球,,1.0,2.0,,,,,7.0,583.0,453.0,,,,,8.0,638.0,314.0,8.0,559.0,516.0,0
17,2.0,00:15:45,23634.0,8,9,A,2,推球,,1.0,2.0,7.0,583.0,453.0,,8.0,720.0,273.0,,,,,8.0,600.0,465.0,8.0,624.0,321.0,0
17,3.0,00:15:46,23664.0,8,9,B,2,長球,1.0,,1.0,8.0,720.0,273.0,,5.0,816.0,580.0,,,,,9.0,698.0,264.0,8.0,684.0,499.0,0
17,4.0,00:15:47,23690.0,8,9,A,2,切球,,,1.0,5.0,816.0,580.0,,8.0,532.0,333.0,,,,,8.0,770.0,583.0,8.0,662.0,288.0,0
17,5.0,00:15:48,23713.0,8,9,B,2,推球,,,2.0,8.0,532.0,333.0,,5.0,856.0,590.0,,,,,8.0,552.0,316.0,8.0,691.0,547.0,0
17,6.0,00:15:49,23740.0,8,9,A,2,過度切球,,,1.0,5.0,856.0,590.0,,5.0,487.0,328.0,,,,,5.0,801.0,590.0,8.0,638.0,309.0,0
17,7.0,00:15:50,23762.0,8,9,B,2,放小球,,,2.0,5.0,487.0,328.0,,2.0,492.0,415.0,,,,,8.0,552.0,324.0,8.0,715.0,556.0,0
17,8.0,00:15:51,23788.0,8,9,A,2,挑球,,1.0,2.0,2.0,492.0,415.0,,4.0,763.0,266.0,,,,,7.0,511.0,434.0,8.0,588.0,331.0,0
17,9.0,00:15:52,23821.0,8,9,B,2,長球,1.0,,1.0,4.0,763.0,266.0,,8.0,504.0,585.0,,,,,9.0,710.0,259.0,8.0,664.0,494.0,0
17,10.0,00:15:54,23857.0,8,9,A,2,點扣,1.0,,1.0,8.0,504.0,585.0,,5.0,475.0,300.0,,,,,8.0,530.0,571.0,8.0,602.0,295.0,0
17,11.0,00:15:54,23870.0,8,9,B,2,擋小球,,,2.0,5.0,475.0,300.0,,2.0,448.0,417.0,,,,,8.0,542.0,309.0,8.0,494.0,590.0,0
17,12.0,00:15:55,23895.0,8,9,A,2,推球,,1.0,2.0,2.0,448.0,417.0,,3.0,501.0,266.0,,,,,2.0,504.0,453.0,8.0,571.0,307.0,0
17,13.0,00:15:57,23929.0,8,9,B,2,過度切球,,,1.0,3.0,501.0,266.0,,7.0,523.0,410.0,,,,,13.0,532.0,254.0,8.0,595.0,489.0,0
17,14.0,00:15:57,23948.0,8,9,A,2,勾球,,1.0,2.0,7.0,523.0,410.0,,7.0,724.0,343.0,,,,,8.0,568.0,468.0,9.0,571.0,266.0,0
17,15.0,00:15:58,23967.0,8,9,B,2,放小球,,1.0,2.0,7.0,724.0,343.0,,7.0,739.0,420.0,,,,,8.0,688.0,331.0,8.0,640.0,482.0,0
17,16.0,00:15:59,23988.0,8,9,A,2,放小球,,,2.0,7.0,739.0,420.0,,7.0,676.0,357.0,,,,,7.0,717.0,417.0,8.0,696.0,328.0,0
17,17.0,00:16:00,24012.0,8,9,B,2,挑球,,1.0,2.0,7.0,676.0,357.0,,8.0,506.0,561.0,,,,,7.0,684.0,345.0,7.0,688.0,441.0,0
17,18.0,00:16:02,24051.0,8,9,A,3,殺球,1.0,,1.0,8.0,506.0,561.0,2.0,6.0,794.0,288.0,對手落地致勝,落地致勝,A,,8.0,516.0,559.0,8.0,600.0,295.0,0
18,1.0,00:16:23,24582.0,8,10,A,1,發短球,,1.0,2.0,,,,,1.0,516.0,338.0,,,,,8.0,652.0,484.0,8.0,583.0,295.0,0
18,2.0,00:16:23,24592.0,8,10,B,2,推球,,,2.0,1.0,516.0,338.0,,6.0,424.0,537.0,,,,,8.0,564.0,328.0,8.0,648.0,482.0,0
18,3.0,00:16:24,24614.0,8,10,A,2,後場抽平球,,1.0,1.0,6.0,424.0,537.0,,5.0,480.0,283.0,,,,,8.0,518.0,523.0,8.0,583.0,316.0,0
18,4.0,00:16:25,24627.0,8,10,B,2,後場抽平球,,,1.0,5.0,480.0,283.0,,6.0,420.0,535.0,,,,,8.0,547.0,300.0,6.0,487.0,532.0,0
18,5.0,00:16:25,24642.0,8,10,A,2,過度切球,,1.0,1.0,6.0,420.0,535.0,,1.0,463.0,350.0,,,,,8.0,576.0,532.0,5.0,532.0,295.0,0
18,6.0,00:16:26,24664.0,8,10,B,2,放小球,,,2.0,1.0,463.0,350.0,,2.0,448.0,410.0,,,,,5.0,484.0,331.0,8.0,576.0,496.0,0
18,7.0,00:16:27,24690.0,8,10,A,2,挑球,,1.0,2.0,2.0,448.0,410.0,,4.0,739.0,259.0,,,,,2.0,477.0,434.0,8.0,564.0,319.0,0
18,8.0,00:16:28,24720.0,8,10,B,2,長球,1.0,,1.0,4.0,739.0,259.0,,8.0,487.0,578.0,,,,,9.0,688.0,268.0,8.0,648.0,492.0,0
18,9.0,00:16:30,24755.0,8,10,A,2,殺球,1.0,,1.0,8.0,487.0,578.0,,5.0,513.0,295.0,,,,,8.0,520.0,566.0,8.0,602.0,285.0,0
18,10.0,00:16:30,24766.0,8,10,B,2,擋小球,,,2.0,5.0,513.0,295.0,,7.0,578.0,456.0,,,,,8.0,585.0,292.0,9.0,511.0,600.0,0
18,11.0,00:16:31,24791.0,8,10,A,2,推球,,,2.0,7.0,578.0,456.0,,5.0,518.0,273.0,,,,,8.0,592.0,475.0,8.0,564.0,300.0,0
18,12.0,00:16:33,24826.0,8,10,B,2,過度切球,,,1.0,5.0,518.0,273.0,,1.0,777.0,427.0,,,,,9.0,547.0,264.0,8.0,636.0,496.0,0
18,13.0,00:16:33,24848.0,8,10,A,2,勾球,,,2.0,1.0,777.0,427.0,,1.0,516.0,357.0,,,,,8.0,736.0,472.0,8.0,614.0,288.0,0
18,14.0,00:16:34,24869.0,8,10,B,2,挑球,,,2.0,1.0,516.0,357.0,,9.0,770.0,607.0,,,,,7.0,542.0,343.0,8.0,664.0,470.0,0
18,15.0,00:16:36,24903.0,8,10,A,2,過度切球,,,1.0,9.0,770.0,607.0,,6.0,780.0,328.0,,,,,9.0,724.0,604.0,8.0,628.0,307.0,0
18,16.0,00:16:36,24921.0,8,10,B,2,防守回抽,,1.0,2.0,6.0,780.0,328.0,,5.0,868.0,564.0,,,,,8.0,741.0,328.0,8.0,684.0,583.0,0
18,17.0,00:16:37,24949.0,8,10,A,2,點扣,,,1.0,5.0,868.0,564.0,,6.0,748.0,278.0,,,,,5.0,796.0,561.0,8.0,648.0,300.0,0
18,18.0,00:16:38,24962.0,8,10,B,2,擋小球,,1.0,2.0,6.0,748.0,278.0,,1.0,840.0,427.0,,,,,8.0,621.0,297.0,5.0,847.0,580.0,0
18,19.0,00:16:39,24982.0,8,10,A,2,挑球,,,2.0,1.0,840.0,427.0,,9.0,561.0,264.0,,,,,5.0,784.0,468.0,8.0,640.0,297.0,0
18,20.0,00:16:40,25012.0,8,10,B,2,殺球,,,1.0,9.0,561.0,264.0,,8.0,552.0,475.0,,,,,9.0,616.0,259.0,8.0,684.0,504.0,0
18,21.0,00:16:40,25024.0,8,10,A,2,擋小球,,1.0,2.0,8.0,552.0,475.0,,8.0,540.0,321.0,,,,,8.0,681.0,523.0,9.0,556.0,261.0,0
18,22.0,00:16:41,25044.0,8,10,B,2,平球,,,1.0,8.0,540.0,321.0,,7.0,612.0,434.0,,,,,8.0,585.0,331.0,8.0,640.0,511.0,0
18,23.0,00:16:42,25057.0,8,10,A,2,平球,,1.0,1.0,7.0,612.0,434.0,,8.0,612.0,314.0,,,,,8.0,679.0,494.0,8.0,583.0,331.0,0
18,24.0,00:16:42,25064.0,8,10,B,2,平球,,,1.0,8.0,612.0,314.0,,8.0,619.0,492.0,,,,,8.0,576.0,314.0,8.0,679.0,506.0,0
18,25.0,00:16:42,25072.0,8,10,A,2,平球,,1.0,2.0,8.0,619.0,492.0,,8.0,679.0,328.0,,,,,8.0,686.0,506.0,8.0,595.0,307.0,0
18,26.0,00:16:43,25085.0,8,10,B,2,推球,,1.0,1.0,8.0,679.0,328.0,,6.0,420.0,571.0,,,,,8.0,616.0,302.0,8.0,691.0,516.0,0
18,27.0,00:16:44,25120.0,8,10,A,2,過度切球,,1.0,1.0,6.0,420.0,571.0,,6.0,768.0,331.0,,,,,6.0,472.0,585.0,8.0,597.0,300.0,0
18,28.0,00:16:45,25143.0,8,10,B,2,挑球,,1.0,2.0,6.0,768.0,331.0,,6.0,453.0,571.0,,,,,8.0,722.0,324.0,8.0,592.0,535.0,0
18,29.0,00:16:46,25173.0,8,10,A,2,過度切球,,1.0,1.0,6.0,453.0,571.0,,8.0,732.0,328.0,,,,,8.0,496.0,564.0,8.0,609.0,295.0,0
18,30.0,00:16:47,25191.0,8,10,B,2,挑球,,1.0,2.0,8.0,732.0,328.0,,6.0,475.0,571.0,,,,,8.0,700.0,321.0,8.0,597.0,552.0,0
18,31.0,00:16:48,25218.0,8,10,A,2,長球,1.0,,1.0,6.0,475.0,571.0,,4.0,729.0,264.0,,,,,8.0,580.0,571.0,8.0,612.0,297.0,0
18,32.0,00:16:50,25251.0,8,10,B,2,切球,1.0,,1.0,4.0,729.0,264.0,,7.0,751.0,432.0,,,,,9.0,700.0,266.0,8.0,626.0,540.0,0
18,33.0,00:16:51,25276.0,8,10,A,2,勾球,,,2.0,7.0,751.0,432.0,,7.0,528.0,352.0,,,,,7.0,736.0,456.0,8.0,708.0,273.0,0
18,34.0,00:16:52,25303.0,8,10,B,2,放小球,,,2.0,7.0,528.0,352.0,,2.0,504.0,405.0,,,,,7.0,571.0,345.0,8.0,645.0,463.0,0
18,35.0,00:16:53,25326.0,8,10,A,2,放小球,,1.0,2.0,2.0,504.0,405.0,,7.0,528.0,357.0,,,,,7.0,530.0,424.0,8.0,554.0,328.0,0
18,36.0,00:16:53,25337.0,8,10,B,3,撲球,,,1.0,7.0,528.0,357.0,,7.0,607.0,458.0,對手落地致勝,落地致勝,B,,8.0,549.0,331.0,7.0,532.0,417.0,0
19,1.0,00:17:42,26555.0,8,11,B,1,未知球種,,,2.0,,,,,,,,,,,1.0,,,,,,,0
19,2.0,00:17:42,26555.0,8,11,A,2,未知球種,,,,,,,,,,,,,,1.0,,,,,,,0
19,3.0,00:17:42,26555.0,8,11,B,2,未知球種,,,,,,,,,,,,,,1.0,,,,,,,0
20,1.0,00:19:43,29580.0,9,11,B,1,發短球,,1.0,2.0,,,,,7.0,564.0,453.0,,,,,8.0,640.0,316.0,8.0,559.0,511.0,0
20,2.0,00:19:43,29598.0,9,11,A,2,放小球,,,2.0,7.0,564.0,453.0,,1.0,477.0,367.0,,,,,8.0,561.0,460.0,8.0,612.0,316.0,0
20,3.0,00:19:44,29619.0,9,11,B,2,放小球,,,2.0,1.0,477.0,367.0,,2.0,460.0,410.0,,,,,1.0,513.0,350.0,8.0,592.0,475.0,0
20,4.0,00:19:45,29638.0,9,11,A,2,挑球,,1.0,2.0,2.0,460.0,410.0,,9.0,681.0,266.0,,,,,2.0,496.0,424.0,7.0,530.0,340.0,0
20,5.0,00:19:47,29677.0,9,11,B,2,殺球,1.0,,1.0,9.0,681.0,266.0,,7.0,513.0,458.0,,,,,9.0,676.0,264.0,8.0,664.0,508.0,0
20,6.0,00:19:47,29696.0,9,11,A,2,擋小球,,1.0,2.0,7.0,513.0,458.0,,7.0,607.0,348.0,,,,,8.0,564.0,463.0,8.0,669.0,276.0,0
20,7.0,00:19:48,29719.0,9,11,B,2,放小球,,,2.0,7.0,607.0,348.0,,7.0,732.0,420.0,,,,,8.0,616.0,326.0,8.0,616.0,468.0,0
20,8.0,00:19:49,29741.0,9,11,A,2,放小球,,,2.0,7.0,732.0,420.0,,7.0,729.0,364.0,,,,,7.0,710.0,432.0,8.0,645.0,328.0,0
20,9.0,00:19:50,29762.0,9,11,B,2,挑球,,1.0,2.0,7.0,729.0,364.0,,5.0,895.0,583.0,,,,,7.0,684.0,338.0,7.0,700.0,436.0,0
20,10.0,00:19:53,29826.0,9,11,A,2,殺球,,,1.0,5.0,895.0,583.0,,6.0,763.0,280.0,,,,,5.0,868.0,571.0,8.0,657.0,295.0,0
20,11.0,00:19:53,29834.0,9,11,B,3,防守回抽,,1.0,2.0,6.0,763.0,280.0,2.0,15.0,403.0,321.0,出界,對手出界,A,,8.0,636.0,295.0,5.0,914.0,590.0,0
21,1.0,00:20:19,30497.0,10,11,A,1,發短球,,1.0,2.0,,,,,8.0,674.0,333.0,,,,,8.0,619.0,487.0,8.0,712.0,292.0,0
21,2.0,00:20:20,30510.0,10,11,B,2,推球,,,2.0,8.0,674.0,333.0,,8.0,511.0,564.0,,,,,8.0,703.0,333.0,8.0,638.0,487.0,0
21,3.0,00:20:21,30539.0,10,11,A,2,點扣,1.0,,1.0,8.0,511.0,564.0,,5.0,535.0,302.0,,,,,8.0,609.0,549.0,8.0,616.0,302.0,0
21,4.0,00:20:22,30550.0,10,11,B,2,擋小球,,,2.0,5.0,535.0,302.0,,8.0,614.0,492.0,,,,,8.0,568.0,295.0,8.0,578.0,571.0,0
21,5.0,00:20:22,30569.0,10,11,A,2,放小球,,1.0,2.0,8.0,614.0,492.0,,7.0,624.0,352.0,,,,,8.0,652.0,496.0,8.0,604.0,304.0,0
21,6.0,00:20:23,30590.0,10,11,B,3,放小球,,,2.0,7.0,624.0,352.0,,1.0,770.0,398.0,掛網,對手掛網,A,,8.0,636.0,328.0,8.0,643.0,494.0,0
22,1.0,00:20:43,31081.0,11,11,A,1,發短球,,1.0,2.0,,,,,7.0,537.0,350.0,,,,,8.0,640.0,480.0,8.0,580.0,302.0,0
22,2.0,00:20:43,31095.0,11,11,B,2,推球,,,2.0,7.0,537.0,350.0,,5.0,804.0,585.0,,,,,8.0,566.0,321.0,8.0,643.0,470.0,0
22,3.0,00:20:44,31122.0,11,11,A,2,後場抽平球,,,1.0,5.0,804.0,585.0,,6.0,758.0,285.0,,,,,9.0,734.0,592.0,8.0,616.0,312.0,0
22,4.0,00:20:45,31137.0,11,11,B,2,過度切球,,1.0,2.0,6.0,758.0,285.0,,5.0,808.0,460.0,,,,,8.0,662.0,302.0,8.0,732.0,561.0,0
22,5.0,00:20:46,31156.0,11,11,A,2,勾球,,,2.0,5.0,808.0,460.0,,7.0,674.0,343.0,,,,,8.0,768.0,487.0,8.0,676.0,302.0,0
22,6.0,00:20:46,31174.0,11,11,B,2,放小球,,,2.0,7.0,674.0,343.0,,1.0,772.0,415.0,,,,,8.0,657.0,331.0,8.0,722.0,504.0,0
22,7.0,00:20:47,31197.0,11,11,A,2,挑球,,,2.0,1.0,772.0,415.0,,4.0,739.0,261.0,,,,,7.0,748.0,439.0,8.0,672.0,321.0,0
22,8.0,00:20:49,31229.0,11,11,B,2,切球,1.0,,1.0,4.0,739.0,261.0,,7.0,760.0,444.0,,,,,9.0,722.0,259.0,8.0,688.0,492.0,0
22,9.0,00:20:49,31249.0,11,11,A,2,勾球,,,2.0,7.0,760.0,444.0,,1.0,520.0,357.0,,,,,8.0,744.0,475.0,9.0,717.0,261.0,0
22,10.0,00:20:51,31275.0,11,11,B,2,放小球,,,2.0,1.0,520.0,357.0,,2.0,451.0,393.0,,,,,7.0,564.0,350.0,8.0,640.0,482.0,0
22,11.0,00:20:51,31297.0,11,11,A,2,挑球,,1.0,2.0,2.0,451.0,393.0,,9.0,686.0,266.0,,,,,2.0,496.0,412.0,7.0,564.0,352.0,0
22,12.0,00:20:54,31350.0,11,11,B,2,殺球,1.0,,1.0,9.0,686.0,266.0,,8.0,765.0,547.0,,,,,9.0,688.0,259.0,8.0,686.0,520.0,0
22,13.0,00:20:54,31359.0,11,11,A,2,防守回抽,,,2.0,8.0,765.0,547.0,,5.0,528.0,319.0,,,,,8.0,710.0,549.0,8.0,674.0,273.0,0
22,14.0,00:20:55,31381.0,11,11,B,2,平球,,,1.0,5.0,528.0,319.0,,8.0,604.0,496.0,,,,,8.0,590.0,331.0,8.0,686.0,549.0,0
22,15.0,00:20:55,31391.0,11,11,A,2,防守回抽,,1.0,2.0,8.0,604.0,496.0,,8.0,640.0,331.0,,,,,8.0,674.0,532.0,7.0,571.0,336.0,0
22,16.0,00:20:55,31398.0,11,11,B,3,平球,,1.0,2.0,8.0,640.0,331.0,,8.0,676.0,319.0,未過網,對手未過網,A,,7.0,583.0,336.0,8.0,674.0,506.0,0
23,1.0,00:21:17,31942.0,11,12,A,1,發短球,,1.0,2.0,,,,,7.0,696.0,343.0,,,,,8.0,621.0,482.0,8.0,717.0,290.0,0
23,2.0,00:21:18,31959.0,11,12,B,2,放小球,,,2.0,7.0,696.0,343.0,,7.0,724.0,400.0,,,,,8.0,674.0,328.0,8.0,640.0,482.0,0
23,3.0,00:21:19,31980.0,11,12,A,2,挑球,,,2.0,7.0,724.0,400.0,,9.0,554.0,268.0,,,,,7.0,696.0,439.0,8.0,655.0,328.0,0
23,4.0,00:21:20,32013.0,11,12,B,2,切球,,,1.0,9.0,554.0,268.0,,7.0,763.0,456.0,,,,,9.0,600.0,271.0,8.0,626.0,501.0,0
23,5.0,00:21:21,32036.0,11,12,A,2,放小球,,,2.0,7.0,763.0,456.0,,2.0,760.0,352.0,,,,,8.0,732.0,472.0,9.0,576.0,266.0,0
23,6.0,00:21:22,32059.0,11,12,B,2,推球,,1.0,2.0,2.0,760.0,352.0,,3.0,883.0,626.0,,,,,7.0,715.0,348.0,8.0,700.0,484.0,0
23,7.0,00:21:23,32090.0,11,12,A,2,過度切球,,,1.0,3.0,883.0,626.0,,2.0,768.0,338.0,,,,,3.0,816.0,616.0,8.0,669.0,312.0,0
23,8.0,00:21:24,32114.0,11,12,B,2,推球,,1.0,2.0,2.0,768.0,338.0,,3.0,856.0,597.0,,,,,6.0,746.0,321.0,8.0,724.0,552.0,0
23,9.0,00:21:25,32140.0,11,12,A,2,點扣,,,1.0,3.0,856.0,597.0,,6.0,787.0,292.0,,,,,3.0,816.0,600.0,8.0,652.0,295.0,0
23,10.0,00:21:26,32152.0,11,12,B,2,過度切球,,1.0,2.0,6.0,787.0,292.0,,1.0,811.0,434.0,,,,,8.0,631.0,300.0,3.0,830.0,602.0,0
23,11.0,00:21:26,32173.0,11,12,A,2,放小球,,,2.0,1.0,811.0,434.0,,2.0,792.0,362.0,,,,,1.0,770.0,453.0,8.0,708.0,307.0,0
23,12.0,00:21:27,32192.0,11,12,B,2,放小球,,1.0,2.0,2.0,792.0,362.0,,1.0,792.0,398.0,,,,,7.0,732.0,336.0,8.0,765.0,465.0,0
23,13.0,00:21:28,32213.0,11,12,A,3,勾球,,,2.0,1.0,792.0,398.0,2.0,7.0,628.0,398.0,掛網,對手掛網,B,,1.0,770.0,420.0,7.0,724.0,348.0,0
24,1.0,00:21:49,32740.0,11,13,B,1,發短球,,1.0,2.0,,,,,1.0,796.0,458.0,,,,,8.0,624.0,324.0,8.0,710.0,532.0,0
24,2.0,00:21:50,32762.0,11,13,A,2,放小球,,,2.0,1.0,796.0,458.0,,2.0,789.0,345.0,,,,,8.0,760.0,465.0,8.0,638.0,314.0,0
24,3.0,00:21:51,32782.0,11,13,B,2,放小球,,1.0,2.0,2.0,789.0,345.0,,1.0,813.0,405.0,,,,,8.0,732.0,333.0,8.0,712.0,477.0,0
24,4.0,00:21:52,32806.0,11,13,A,3,挑球,,,2.0,1.0,813.0,405.0,2.0,4.0,736.0,256.0,出界,對手出界,B,,7.0,756.0,441.0,8.0,688.0,321.0,0
25,1.0,00:22:17,33447.0,12,13,B,1,發短球,,1.0,2.0,,,,,7.0,528.0,453.0,,,,,8.0,640.0,321.0,8.0,556.0,520.0,0
25,2.0,00:22:18,33466.0,12,13,A,2,放小球,,1.0,2.0,7.0,528.0,453.0,,1.0,489.0,357.0,,,,,8.0,585.0,465.0,8.0,626.0,312.0,0
25,3.0,00:22:19,33487.0,12,13,B,2,放小球,,,2.0,1.0,489.0,357.0,,2.0,448.0,403.0,,,,,8.0,542.0,333.0,8.0,571.0,465.0,0
25,4.0,00:22:20,33509.0,12,13,A,2,挑球,,1.0,2.0,2.0,448.0,403.0,,9.0,710.0,271.0,,,,,2.0,492.0,422.0,7.0,559.0,338.0,0
25,5.0,00:22:21,33545.0,12,13,B,2,殺球,1.0,,1.0,9.0,710.0,271.0,,6.0,480.0,513.0,,,,,9.0,710.0,264.0,8.0,672.0,508.0,0
25,6.0,00:22:22,33558.0,12,13,A,2,擋小球,,1.0,2.0,6.0,480.0,513.0,,5.0,520.0,326.0,,,,,8.0,717.0,518.0,9.0,705.0,259.0,0
25,7.0,00:22:23,33584.0,12,13,B,2,推球,,,1.0,5.0,520.0,326.0,,6.0,458.0,518.0,,,,,8.0,561.0,314.0,8.0,578.0,492.0,0
25,8.0,00:22:23,33595.0,12,13,A,2,擋小球,,1.0,1.0,6.0,458.0,518.0,,1.0,475.0,345.0,,,,,8.0,624.0,511.0,8.0,559.0,307.0,0
25,9.0,00:22:24,33615.0,12,13,B,2,推球,,,2.0,1.0,475.0,345.0,,4.0,429.0,600.0,,,,,1.0,504.0,336.0,8.0,564.0,496.0,0
25,10.0,00:22:25,33635.0,12,13,A,2,殺球,1.0,,1.0,4.0,429.0,600.0,,6.0,736.0,295.0,,,,,8.0,566.0,585.0,8.0,573.0,300.0,0
25,11.0,00:22:26,33650.0,12,13,B,2,擋小球,,1.0,2.0,6.0,736.0,295.0,,1.0,813.0,453.0,,,,,8.0,568.0,300.0,8.0,535.0,554.0,0
25,12.0,00:22:26,33673.0,12,13,A,2,平球,,,1.0,1.0,813.0,453.0,,8.0,693.0,307.0,,,,,1.0,770.0,448.0,8.0,722.0,314.0,0
25,13.0,00:22:27,33678.0,12,13,B,3,防守回抽,,1.0,2.0,8.0,693.0,307.0,,15.0,396.0,307.0,未過網,對手未過網,A,,8.0,650.0,302.0,1.0,792.0,434.0,0
26,1.0,00:23:08,34710.0,12,14,A,1,發短球,,1.0,2.0,,,,,7.0,566.0,345.0,,,,,8.0,638.0,484.0,8.0,578.0,302.0,0
26,2.0,00:23:09,34728.0,12,14,B,2,放小球,,1.0,2.0,7.0,566.0,345.0,,2.0,504.0,408.0,,,,,8.0,568.0,328.0,8.0,645.0,496.0,0
26,3.0,00:23:10,34750.0,12,14,A,2,放小球,,1.0,2.0,2.0,504.0,408.0,,1.0,460.0,355.0,,,,,7.0,528.0,424.0,8.0,571.0,328.0,0
26,4.0,00:23:10,34770.0,12,14,B,2,挑球,,,2.0,1.0,460.0,355.0,,6.0,424.0,580.0,,,,,1.0,513.0,355.0,7.0,544.0,436.0,0
26,5.0,00:23:12,34815.0,12,14,A,2,殺球,1.0,,1.0,6.0,424.0,580.0,,5.0,489.0,300.0,,,,,6.0,463.0,568.0,8.0,576.0,300.0,0
26,6.0,00:23:13,34826.0,12,14,B,2,擋小球,,,2.0,5.0,489.0,300.0,,2.0,475.0,422.0,,,,,8.0,561.0,300.0,6.0,463.0,568.0,0
26,7.0,00:23:13,34845.0,12,14,A,2,放小球,,1.0,2.0,2.0,475.0,422.0,,1.0,472.0,360.0,,,,,8.0,530.0,463.0,8.0,556.0,300.0,0
26,8.0,00:23:14,34866.0,12,14,B,2,放小球,,,2.0,1.0,472.0,360.0,,2.0,448.0,417.0,,,,,1.0,516.0,352.0,8.0,559.0,472.0,0
26,9.0,00:23:15,34886.0,12,14,A,2,放小球,,1.0,2.0,2.0,448.0,417.0,,1.0,475.0,357.0,,,,,2.0,492.0,432.0,7.0,554.0,336.0,0
26,10.0,00:23:16,34908.0,12,14,B,2,挑球,,,2.0,1.0,475.0,357.0,,3.0,890.0,614.0,,,,,1.0,518.0,350.0,7.0,528.0,441.0,0
26,11.0,00:23:18,34966.0,12,14,A,3,殺球,,,1.0,3.0,890.0,614.0,1.0,6.0,792.0,280.0,出界,對手出界,B,,5.0,856.0,590.0,8.0,631.0,292.0,0
27,1.0,00:24:05,36142.0,13,14,B,1,未知球種,,,2.0,,,,,,,,,,,1.0,,,,,,,0
27,2.0,00:24:05,36142.0,13,14,A,2,未知球種,,,,,,,,,,,,,,1.0,,,,,,,0
